Bin	genes	ARO	AMR Gene Family	phylum
SSCeC-8.Bin18	144	95	132	Bacteroidota
SSCeC-8.Bin32	144	102	126	Bacteroidota
SSCeC-8.Bin5	102	78	91	Deferribacterota
SSCeC-8.Bin8	133	92	116	Firmicutes
SSCeC-9.Bin10	169	90	158	Spirochaetota
SSCeC-9.Bin18	184	99	143	Firmicutes
SSCeC-9.Bin2	106	75	93	Firmicutes
SSCeC-9.Bin20	160	110	137	Bacteroidota
SSCeC-9.Bin24	161	106	138	Bacteroidota
SSCeC-9.Bin32	102	72	88	Firmicutes
SSCeC-9.Bin35	99	70	81	Firmicutes
SSCeC-9.Bin36	86	58	78	Firmicutes
SSCeC-9.Bin38	130	98	114	Bacteroidota
SSCeC-9.Bin39	105	74	94	Firmicutes
SSCeC-9.Bin44	49	46	40	Proteobacteria
SSCeC-9.Bin5	74	54	67	Halobacteriota
SSCeC-9.Bin51	208	122	164	Firmicutes
SSCeC-9.Bin52	89	71	81	Bacteroidota
SSCeC-9.Bin55	160	89	149	Spirochaetota
SSCeC-9.Bin56	142	78	131	Spirochaetota
SSCeC-9.Bin6	97	65	87	Firmicutes
SSCeC-9.Bin60	119	88	98	Bacteroidota
SSCeC-9.Bin61	125	93	100	Bacteroidota
SSCeC-9.Bin63	105	85	81	Proteobacteria
SSCeC-9.Bin65	98	66	85	Firmicutes
SSCeC-9.Bin66	115	73	107	Firmicutes
SSCeC-9.Bin68	117	74	93	Verrucomicrobiota
SSCeC-9.Bin70	66	56	55	Proteobacteria
SSCeC-9.Bin71	120	92	109	Bacteroidota
SSCeC-9.Bin75	147	86	135	Spirochaetota
SSCeC-9.Bin79	94	69	80	Firmicutes
SSCeC-9.Bin8	175	128	143	Bacteroidota
SSCeC-9.Bin80	80	66	72	Firmicutes
SSCeC-9.Bin81	176	122	141	Bacteroidota
SSCeC-9.Bin82	121	81	102	Bacteroidota
SSCeC-9.Bin83	100	69	86	Firmicutes
SSCeC-9.Bin89	101	67	84	Firmicutes
SSCeC-9.Bin90	146	92	120	Spirochaetota
SSCeC-9.Bin93	124	91	103	Bacteroidota
SSCeC-9.Bin94	66	53	52	Proteobacteria
SXCeC1.Bin1	94	69	84	Firmicutes
SXCeC1.Bin11	153	95	123	Spirochaetota
SXCeC1.Bin18	77	53	67	Firmicutes
SXCeC1.Bin22	150	98	131	Actinobacteriota
SXCeC1.Bin24	71	50	64	Firmicutes
SXCeC1.Bin26	107	79	84	Firmicutes
SXCeC1.Bin27	213	109	184	Firmicutes
SXCeC1.Bin30	162	102	126	Proteobacteria
SXCeC1.Bin31	263	122	215	Firmicutes
SXCeC1.Bin34	123	97	112	Bacteroidota
SXCeC1.Bin40	117	87	91	Cyanobacteria
SXCeC1.Bin46	201	127	176	Bacteroidota
SXCeC1.Bin47	242	120	211	Firmicutes
SXCeC1.Bin48	185	103	150	Firmicutes
SXCeC1.Bin5	118	76	101	Firmicutes
SXCeC1.Bin6	108	86	92	Bacteroidota
SXCeC1.Bin60	121	92	105	Bacteroidota
SXCeC1.Bin62	182	124	158	Firmicutes
SXCeC1.Bin64	187	106	156	Firmicutes
SXCeC1.Bin66	80	59	68	Firmicutes
SXCeC1.Bin71	134	86	111	Firmicutes
SXCeC2.Bin101	140	100	114	Bacteroidota
SXCeC2.Bin107	145	118	126	Bacteroidota
SXCeC2.Bin112	181	106	149	Fusobacteriota
SXCeC2.Bin12	59	50	51	Firmicutes
SXCeC2.Bin15	203	110	170	Firmicutes
SXCeC2.Bin18	65	54	61	Firmicutes
SXCeC2.Bin2	113	71	99	Firmicutes
SXCeC2.Bin21	113	66	93	Firmicutes
SXCeC2.Bin31	142	90	119	Firmicutes
SXCeC2.Bin33	124	86	91	Cyanobacteria
SXCeC2.Bin37	125	84	115	Firmicutes
SXCeC2.Bin38	100	72	80	Cyanobacteria
SXCeC2.Bin4	199	132	185	Bacteroidota
SXCeC2.Bin42	158	109	129	Bacteroidota
SXCeC2.Bin46	90	72	78	Proteobacteria
SXCeC2.Bin49	132	89	98	Firmicutes
SXCeC2.Bin50	107	71	95	Actinobacteriota
SXCeC2.Bin51	300	141	241	Firmicutes
SXCeC2.Bin54	152	88	112	Firmicutes
SXCeC2.Bin57	118	77	102	Firmicutes
SXCeC2.Bin6	200	133	177	Bacteroidota
SXCeC2.Bin61	186	116	161	Bacteroidota
SXCeC2.Bin64	91	68	83	Firmicutes
SXCeC2.Bin65	143	102	121	Proteobacteria
SXCeC2.Bin68	118	80	98	Firmicutes
SXCeC2.Bin74	257	128	207	Firmicutes
SXCeC2.Bin75	111	81	92	Desulfobacterota
SXCeC2.Bin77	171	93	152	Spirochaetota
SXCeC2.Bin78	159	108	146	Bacteroidota
SXCeC2.Bin87	132	92	99	Cyanobacteria
SXCeC2.Bin97	210	121	212	Bacteroidota
SXCeC2.Bin99	75	60	61	Verrucomicrobiota
SXCeC3.Bin1	108	71	94	Synergistota
SXCeC3.Bin11	295	137	228	Firmicutes
SXCeC3.Bin18	73	56	67	Firmicutes
SXCeC3.Bin20	331	142	273	Firmicutes
SXCeC3.Bin21	169	105	133	Desulfobacterota
SXCeC3.Bin24	122	78	106	Firmicutes
SXCeC3.Bin25	142	90	102	Firmicutes
SXCeC3.Bin26	81	54	71	Firmicutes
SXCeC3.Bin31	137	96	108	Cyanobacteria
SXCeC3.Bin32	217	114	194	Firmicutes
SXCeC3.Bin33	192	131	164	Bacteroidota
SXCeC3.Bin35	125	87	112	Firmicutes
SXCeC3.Bin36	238	125	174	Firmicutes
SXCeC3.Bin39	97	69	89	Firmicutes
SXCeC3.Bin40	230	120	184	Firmicutes
SXCeC3.Bin43	125	84	97	Cyanobacteria
SXCeC3.Bin50	139	86	119	Firmicutes
SXCeC3.Bin54	100	85	86	Bacteroidota
SXCeC3.Bin57	134	95	133	Bacteroidota
SXCeC3.Bin61	108	74	95	Firmicutes
SXCeC3.Bin67	180	101	150	Firmicutes
SXCeC3.Bin68	335	145	280	Firmicutes
SXCeC3.Bin7	196	115	152	Firmicutes
SXCeC3.Bin70	110	74	95	Firmicutes
SXCeC3.Bin71	168	111	140	Firmicutes
SXCeC3.Bin73	276	132	228	Firmicutes
SXCeC3.Bin75	299	133	228	Firmicutes
SXCeC3.Bin88	161	104	124	Proteobacteria
SXCeC3.Bin91	390	139	301	Firmicutes
SXCeC4.Bin100	112	77	102	Firmicutes
SXCeC4.Bin102	151	95	130	Firmicutes
SXCeC4.Bin104	149	89	116	Actinobacteriota
SXCeC4.Bin11	196	118	175	Bacteroidota
SXCeC4.Bin110	148	85	124	Firmicutes
SXCeC4.Bin111	104	65	89	Firmicutes
SXCeC4.Bin113	169	109	140	Firmicutes
SXCeC4.Bin120	123	78	93	Firmicutes
SXCeC4.Bin127	285	130	202	Firmicutes
SXCeC4.Bin131	98	72	88	Firmicutes
SXCeC4.Bin22	368	155	294	Firmicutes
SXCeC4.Bin23	106	62	90	Firmicutes
SXCeC4.Bin40	151	99	123	Firmicutes
SXCeC4.Bin47	197	106	159	Firmicutes
SXCeC4.Bin51	182	116	160	Bacteroidota
SXCeC4.Bin52	169	115	148	Deferribacterota
SXCeC4.Bin61	184	103	153	Fusobacteriota
SXCeC4.Bin63	92	61	81	Proteobacteria
SXCeC4.Bin64	130	102	108	Bacteroidota
SXCeC4.Bin67	108	76	89	Firmicutes
SXCeC4.Bin74	240	120	195	Firmicutes
SXCeC4.Bin75	186	116	151	Desulfobacterota
SXCeC4.Bin78	138	107	112	Bacteroidota
SXCeC4.Bin81	104	67	89	Firmicutes
SXCeC4.Bin82	68	51	61	Firmicutes
SXCeC4.Bin85	224	122	169	Firmicutes
SXCeC4.Bin90	243	128	179	Firmicutes
SXCeC4.Bin92	158	103	135	Firmicutes
SXCeC4.Bin97	149	90	129	Firmicutes
SXCeC4.Bin98	72	61	69	Bacteroidota
SXCeC4.Bin99	54	45	50	Halobacteriota
SXCeC5.Bin11	208	119	176	Firmicutes
SXCeC5.Bin13	191	127	159	Bacteroidota
SXCeC5.Bin14	128	86	100	Cyanobacteria
SXCeC5.Bin16	213	117	166	Firmicutes
SXCeC5.Bin20	101	58	84	Firmicutes
SXCeC5.Bin21	175	106	141	Actinobacteriota
SXCeC5.Bin25	126	102	110	Proteobacteria
SXCeC5.Bin26	93	63	74	Cyanobacteria
SXCeC5.Bin31	159	102	145	Bacteroidota
SXCeC5.Bin32	111	71	92	Firmicutes
SXCeC5.Bin38	402	156	298	Firmicutes
SXCeC5.Bin42	166	101	138	Firmicutes
SXCeC5.Bin46	120	97	104	Bacteroidota
SXCeC5.Bin54	77	57	67	Campylobacterota
SXCeC5.Bin61	152	108	133	Bacteroidota
SXCeC5.Bin66	123	80	109	Firmicutes
SXCeC5.Bin68	328	139	268	Firmicutes
SXCeC5.Bin69	329	135	276	Firmicutes
SXCeC5.Bin72	126	83	94	Cyanobacteria
SXCeC5.Bin76	158	111	145	Bacteroidota
SXCeC5.Bin78	152	110	134	Firmicutes
SXCeC5.Bin79	196	103	156	Fusobacteriota
SXCeC5.Bin8	78	57	67	Firmicutes
SXCeC5.Bin80	102	79	90	Bacteroidota
SXCeC5.Bin82	50	39	46	Firmicutes
SXCeC5.Bin84	136	92	134	Firmicutes
SXCeC5.Bin85	80	63	65	Campylobacterota
SXCeC5.Bin88	197	105	163	Firmicutes
SXCeC5.Bin9	101	70	81	Firmicutes
SXCeC5.Bin94	126	92	97	Cyanobacteria
SXCeC5.Bin98	64	50	57	Halobacteriota
SXCeC6.Bin102	210	109	165	Firmicutes
SXCeC6.Bin105	192	96	170	Firmicutes
SXCeC6.Bin12	84	56	78	Firmicutes
SXCeC6.Bin14	166	110	144	Bacteroidota
SXCeC6.Bin18	93	65	87	Bacteroidota
SXCeC6.Bin19	206	127	179	Bacteroidota
SXCeC6.Bin2	136	96	127	Bacteroidota
SXCeC6.Bin31	138	88	116	Actinobacteriota
SXCeC6.Bin35	144	94	122	Verrucomicrobiota
SXCeC6.Bin37	116	94	97	Spirochaetota
SXCeC6.Bin38	105	69	91	Firmicutes
SXCeC6.Bin47	135	109	118	Bacteroidota
SXCeC6.Bin58	112	81	98	Firmicutes
SXCeC6.Bin71	288	136	228	Firmicutes
SXCeC6.Bin80	140	101	127	Bacteroidota
WFHCeC11L.Bin101	164	110	135	Bacteroidota
WFHCeC11L.Bin106	153	107	130	Bacteroidota
WFHCeC11L.Bin107	174	111	141	Firmicutes
WFHCeC11L.Bin109	190	121	170	Bacteroidota
WFHCeC11L.Bin110	207	127	182	Bacteroidota
WFHCeC11L.Bin111	84	58	75	Actinobacteriota
WFHCeC11L.Bin112	153	97	120	Firmicutes
WFHCeC11L.Bin113	168	113	146	Bacteroidota
WFHCeC11L.Bin12	128	92	104	Proteobacteria
WFHCeC11L.Bin13	125	80	93	Firmicutes
WFHCeC11L.Bin14	173	127	146	Bacteroidota
WFHCeC11L.Bin15	192	123	175	Bacteroidota
WFHCeC11L.Bin17	164	100	137	Spirochaetota
WFHCeC11L.Bin19	111	74	97	Firmicutes
WFHCeC11L.Bin21	129	94	106	Bacteroidota
WFHCeC11L.Bin27	173	105	133	Actinobacteriota
WFHCeC11L.Bin31	56	43	43	Proteobacteria
WFHCeC11L.Bin35	170	118	147	Bacteroidota
WFHCeC11L.Bin39	146	91	113	Actinobacteriota
WFHCeC11L.Bin4	179	128	148	Bacteroidota
WFHCeC11L.Bin41	150	90	127	Firmicutes
WFHCeC11L.Bin42	212	126	173	Firmicutes
WFHCeC11L.Bin45	199	104	165	Firmicutes
WFHCeC11L.Bin48	133	79	112	Firmicutes
WFHCeC11L.Bin49	170	102	137	Firmicutes
WFHCeC11L.Bin50	96	76	81	Bacteroidota
WFHCeC11L.Bin53	131	92	109	Bacteroidota
WFHCeC11L.Bin58	165	93	135	Firmicutes
WFHCeC11L.Bin60	220	116	182	Firmicutes
WFHCeC11L.Bin61	183	125	148	Bacteroidota
WFHCeC11L.Bin66	131	84	103	Firmicutes
WFHCeC11L.Bin67	149	110	130	Bacteroidota
WFHCeC11L.Bin69	163	110	133	Bacteroidota
WFHCeC11L.Bin7	60	51	48	Proteobacteria
WFHCeC11L.Bin74	114	86	100	Bacteroidota
WFHCeC11L.Bin76	148	110	138	Bacteroidota
WFHCeC11L.Bin80	104	85	91	Bacteroidota
WFHCeC11L.Bin83	129	86	121	Bacteroidota
WFHCeC11L.Bin90	176	118	150	Bacteroidota
WFHCeC11L.Bin93	182	107	140	Firmicutes
WFHCeC11L.Bin97	151	100	114	Firmicutes
WFHCeC11L.Bin99	203	122	164	Desulfobacterota
WFHCeC12L.Bin100	129	94	106	Bacteroidota
WFHCeC12L.Bin101	139	73	109	Firmicutes
WFHCeC12L.Bin103	137	86	105	Firmicutes
WFHCeC12L.Bin105	288	124	276	Firmicutes
WFHCeC12L.Bin106	148	99	125	Deferribacterota
WFHCeC12L.Bin107	178	126	145	Proteobacteria
WFHCeC12L.Bin114	137	107	113	Bacteroidota
WFHCeC12L.Bin13	175	98	140	Firmicutes
WFHCeC12L.Bin19	265	128	217	Firmicutes
WFHCeC12L.Bin2	162	106	147	Bacteroidota
WFHCeC12L.Bin20	127	86	109	Bacteroidota
WFHCeC12L.Bin21	159	111	135	Bacteroidota
WFHCeC12L.Bin23	196	119	168	Bacteroidota
WFHCeC12L.Bin25	231	126	176	Firmicutes
WFHCeC12L.Bin26	152	110	126	Bacteroidota
WFHCeC12L.Bin28	178	109	144	Firmicutes
WFHCeC12L.Bin3	114	81	106	Bacteroidota
WFHCeC12L.Bin31	115	79	107	Bacteroidota
WFHCeC12L.Bin32	157	106	131	Firmicutes
WFHCeC12L.Bin33	168	108	134	Firmicutes
WFHCeC12L.Bin34	154	96	124	Actinobacteriota
WFHCeC12L.Bin39	184	107	154	Firmicutes
WFHCeC12L.Bin4	131	76	116	Firmicutes
WFHCeC12L.Bin42	319	138	251	Firmicutes
WFHCeC12L.Bin44	116	88	102	Proteobacteria
WFHCeC12L.Bin51	139	89	101	Firmicutes
WFHCeC12L.Bin54	153	86	134	Firmicutes
WFHCeC12L.Bin6	128	92	110	Bacteroidota
WFHCeC12L.Bin67	199	125	172	Bacteroidota
WFHCeC12L.Bin68	268	127	236	Firmicutes
WFHCeC12L.Bin74	193	113	175	Spirochaetota
WFHCeC12L.Bin76	119	88	98	Bacteroidota
WFHCeC12L.Bin80	191	134	148	Bacteroidota
WFHCeC12L.Bin83	224	133	189	Firmicutes
WFHCeC12L.Bin85	107	81	90	Bacteroidota
WFHCeC12L.Bin86	142	93	95	Firmicutes
WFHCeC12L.Bin87	144	107	115	Bacteroidota
WFHCeC12L.Bin88	154	98	143	Bacteroidota
WFHCeC12L.Bin91	165	117	136	Proteobacteria
WFHCeC12L.Bin92	106	87	86	Proteobacteria
WFHCeC12L.Bin93	126	88	112	Firmicutes
WFHCeC13L.Bin100	141	102	115	Desulfobacterota
WFHCeC13L.Bin102	246	141	214	Bacteroidota
WFHCeC13L.Bin104	141	101	127	Bacteroidota
WFHCeC13L.Bin109	92	70	70	Firmicutes
WFHCeC13L.Bin11	97	71	85	Firmicutes
WFHCeC13L.Bin110	118	80	100	Proteobacteria
WFHCeC13L.Bin114	160	112	142	Bacteroidota
WFHCeC13L.Bin115	167	104	149	Spirochaetota
WFHCeC13L.Bin116	146	106	121	Bacteroidota
WFHCeC13L.Bin118	178	112	142	Firmicutes
WFHCeC13L.Bin120	192	131	159	Bacteroidota
WFHCeC13L.Bin129	184	103	141	Firmicutes
WFHCeC13L.Bin130	302	113	277	Firmicutes
WFHCeC13L.Bin14	59	51	47	Proteobacteria
WFHCeC13L.Bin21	105	79	82	Proteobacteria
WFHCeC13L.Bin24	183	94	150	Firmicutes
WFHCeC13L.Bin25	163	115	141	Bacteroidota
WFHCeC13L.Bin30	138	91	117	Firmicutes
WFHCeC13L.Bin34	176	121	141	Proteobacteria
WFHCeC13L.Bin36	153	98	131	Firmicutes
WFHCeC13L.Bin38	116	76	103	Firmicutes
WFHCeC13L.Bin40	96	68	82	Firmicutes
WFHCeC13L.Bin41	87	64	74	Proteobacteria
WFHCeC13L.Bin43	114	80	105	Bacteroidota
WFHCeC13L.Bin45	174	100	165	Bacteroidota
WFHCeC13L.Bin47	171	87	141	Firmicutes
WFHCeC13L.Bin50	85	73	79	Firmicutes
WFHCeC13L.Bin51	207	108	171	Firmicutes
WFHCeC13L.Bin52	142	96	131	Bacteroidota
WFHCeC13L.Bin54	136	85	128	Firmicutes
WFHCeC13L.Bin56	154	95	131	Firmicutes
WFHCeC13L.Bin6	171	97	142	Firmicutes
WFHCeC13L.Bin60	257	126	202	Firmicutes
WFHCeC13L.Bin65	171	102	144	Desulfobacterota
WFHCeC13L.Bin66	122	82	109	Firmicutes
WFHCeC13L.Bin69	172	93	153	Firmicutes
WFHCeC13L.Bin7	183	112	144	Firmicutes
WFHCeC13L.Bin70	112	86	98	Bacteroidota
WFHCeC13L.Bin71	140	104	123	Bacteroidota
WFHCeC13L.Bin77	131	94	116	Bacteroidota
WFHCeC13L.Bin78	114	84	93	Firmicutes
WFHCeC13L.Bin81	203	134	177	Bacteroidota
WFHCeC13L.Bin82	68	56	54	Proteobacteria
WFHCeC13L.Bin83	125	84	121	Bacteroidota
WFHCeC13L.Bin94	166	91	152	Firmicutes
WFHCeC13L.Bin96	123	79	100	Firmicutes
WFHCeC13L.Bin97	315	131	246	Firmicutes
WFHCeC13L.Bin99	102	59	92	Firmicutes
WFHCeC14L.Bin101	105	64	89	Firmicutes
WFHCeC14L.Bin104	156	106	138	Bacteroidota
WFHCeC14L.Bin109	202	111	157	Firmicutes
WFHCeC14L.Bin110	187	102	162	Firmicutes
WFHCeC14L.Bin111	202	117	161	Desulfobacterota
WFHCeC14L.Bin113	89	61	72	Firmicutes
WFHCeC14L.Bin12	246	117	178	Firmicutes
WFHCeC14L.Bin120	150	101	135	Bacteroidota
WFHCeC14L.Bin122	171	101	150	Firmicutes
WFHCeC14L.Bin124	140	88	114	Firmicutes
WFHCeC14L.Bin127	225	111	178	Firmicutes
WFHCeC14L.Bin129	151	108	123	Bacteroidota
WFHCeC14L.Bin131	129	97	108	Bacteroidota
WFHCeC14L.Bin134	163	110	135	Bacteroidota
WFHCeC14L.Bin137	159	92	145	Firmicutes
WFHCeC14L.Bin142	148	107	121	Firmicutes
WFHCeC14L.Bin143	227	112	178	Firmicutes
WFHCeC14L.Bin145	149	107	125	Bacteroidota
WFHCeC14L.Bin15	119	83	104	Firmicutes
WFHCeC14L.Bin150	256	118	209	Firmicutes
WFHCeC14L.Bin17	234	113	168	Firmicutes
WFHCeC14L.Bin19	244	125	193	Firmicutes
WFHCeC14L.Bin20	147	91	130	Firmicutes
WFHCeC14L.Bin28	179	128	149	Bacteroidota
WFHCeC14L.Bin30	227	117	172	Firmicutes
WFHCeC14L.Bin33	176	113	155	Bacteroidota
WFHCeC14L.Bin36	172	116	158	Bacteroidota
WFHCeC14L.Bin38	41	34	41	Firmicutes
WFHCeC14L.Bin40	119	76	99	Firmicutes
WFHCeC14L.Bin44	122	92	105	Bacteroidota
WFHCeC14L.Bin45	103	64	97	Firmicutes
WFHCeC14L.Bin50	152	96	128	Firmicutes
WFHCeC14L.Bin61	220	116	169	Firmicutes
WFHCeC14L.Bin68	143	91	123	Actinobacteriota
WFHCeC14L.Bin69	150	102	128	Bacteroidota
WFHCeC14L.Bin72	189	119	170	Bacteroidota
WFHCeC14L.Bin75	168	120	155	Bacteroidota
WFHCeC14L.Bin79	161	114	136	Bacteroidota
WFHCeC14L.Bin81	66	55	60	Bacteroidota
WFHCeC14L.Bin85	40	36	34	Firmicutes
WFHCeC14L.Bin87	221	113	168	Firmicutes
WFHCeC14L.Bin90	119	83	109	Firmicutes
WFHCeC14L.Bin99	121	87	113	Bacteroidota
WFHCeC16L.Bin10	106	87	86	Elusimicrobiota
WFHCeC16L.Bin101	145	105	133	Bacteroidota
WFHCeC16L.Bin103	153	101	129	Firmicutes
WFHCeC16L.Bin104	104	80	83	Bacteroidota
WFHCeC16L.Bin105	83	60	76	Firmicutes
WFHCeC16L.Bin108	145	101	130	Desulfobacterota
WFHCeC16L.Bin11	131	94	113	Bacteroidota
WFHCeC16L.Bin110	163	94	127	Firmicutes
WFHCeC16L.Bin113	105	76	95	Firmicutes
WFHCeC16L.Bin115	164	100	123	Actinobacteriota
WFHCeC16L.Bin118	78	44	67	Firmicutes
WFHCeC16L.Bin119	259	125	186	Firmicutes
WFHCeC16L.Bin12	92	67	76	Firmicutes
WFHCeC16L.Bin120	252	124	193	Firmicutes
WFHCeC16L.Bin124	210	130	174	Bacteroidota
WFHCeC16L.Bin125	159	111	129	Bacteroidota
WFHCeC16L.Bin126	196	106	167	Firmicutes
WFHCeC16L.Bin127	163	85	150	Spirochaetota
WFHCeC16L.Bin13	188	107	161	Firmicutes
WFHCeC16L.Bin131	127	83	108	Firmicutes
WFHCeC16L.Bin133	177	94	156	Spirochaetota
WFHCeC16L.Bin135	170	116	152	Bacteroidota
WFHCeC16L.Bin136	151	112	118	Bacteroidota
WFHCeC16L.Bin138	119	92	98	Bacteroidota
WFHCeC16L.Bin14	137	81	104	Firmicutes
WFHCeC16L.Bin141	124	81	93	Cyanobacteria
WFHCeC16L.Bin143	355	157	283	Firmicutes
WFHCeC16L.Bin146	146	101	131	Bacteroidota
WFHCeC16L.Bin147	164	109	139	Proteobacteria
WFHCeC16L.Bin148	144	95	119	Firmicutes
WFHCeC16L.Bin149	119	89	104	Bacteroidota
WFHCeC16L.Bin150	166	105	130	Actinobacteriota
WFHCeC16L.Bin152	108	88	87	Elusimicrobiota
WFHCeC16L.Bin155	201	114	169	Firmicutes
WFHCeC16L.Bin156	158	93	127	Firmicutes
WFHCeC16L.Bin161	225	121	182	Firmicutes
WFHCeC16L.Bin162	190	103	156	Firmicutes
WFHCeC16L.Bin165	72	61	60	Proteobacteria
WFHCeC16L.Bin166	172	110	140	Proteobacteria
WFHCeC16L.Bin18	219	119	184	Firmicutes
WFHCeC16L.Bin19	183	132	150	Bacteroidota
WFHCeC16L.Bin2	128	94	119	Bacteroidota
WFHCeC16L.Bin22	85	71	72	Bacteroidota
WFHCeC16L.Bin23	160	111	128	Bacteroidota
WFHCeC16L.Bin24	228	125	179	Firmicutes
WFHCeC16L.Bin26	137	108	113	Bacteroidota
WFHCeC16L.Bin27	174	120	133	Proteobacteria
WFHCeC16L.Bin31	108	74	98	Firmicutes
WFHCeC16L.Bin32	119	80	103	Firmicutes
WFHCeC16L.Bin33	133	96	125	Bacteroidota
WFHCeC16L.Bin35	165	122	137	Bacteroidota
WFHCeC16L.Bin4	205	113	165	Actinobacteriota
WFHCeC16L.Bin41	109	88	90	Elusimicrobiota
WFHCeC16L.Bin43	37	32	34	Firmicutes
WFHCeC16L.Bin44	123	85	95	Verrucomicrobiota
WFHCeC16L.Bin47	94	70	85	Actinobacteriota
WFHCeC16L.Bin51	69	52	63	Halobacteriota
WFHCeC16L.Bin54	147	103	137	Bacteroidota
WFHCeC16L.Bin56	142	89	115	Synergistota
WFHCeC16L.Bin57	192	111	150	Firmicutes
WFHCeC16L.Bin58	83	61	70	Firmicutes
WFHCeC16L.Bin6	121	90	97	Elusimicrobiota
WFHCeC16L.Bin60	154	108	127	Bacteroidota
WFHCeC16L.Bin65	77	57	70	Thermoplasmatota
WFHCeC16L.Bin67	170	102	139	Synergistota
WFHCeC16L.Bin68	113	95	95	Proteobacteria
WFHCeC16L.Bin7	179	121	159	Bacteroidota
WFHCeC16L.Bin70	68	57	67	Proteobacteria
WFHCeC16L.Bin72	145	109	117	Bacteroidota
WFHCeC16L.Bin74	128	88	96	Cyanobacteria
WFHCeC16L.Bin75	123	94	103	Bacteroidota
WFHCeC16L.Bin77	134	103	115	Bacteroidota
WFHCeC16L.Bin78	166	105	140	Bacteroidota
WFHCeC16L.Bin8	171	99	157	Spirochaetota
WFHCeC16L.Bin80	123	93	97	Bacteroidota
WFHCeC16L.Bin83	182	120	148	Bacteroidota
WFHCeC16L.Bin84	194	91	154	Firmicutes
WFHCeC16L.Bin86	163	117	135	Bacteroidota
WFHCeC16L.Bin87	127	72	118	Spirochaetota
WFHCeC16L.Bin90	227	136	195	Bacteroidota
WFHCeC16L.Bin94	126	95	102	Bacteroidota
WFHCeC16L.Bin97	157	116	129	Firmicutes
WFHCeC1L.Bin100	137	90	113	Bacteroidota
WFHCeC1L.Bin104	152	85	127	Actinobacteriota
WFHCeC1L.Bin106	128	74	103	Actinobacteriota
WFHCeC1L.Bin110	132	80	109	Actinobacteriota
WFHCeC1L.Bin111	119	86	99	Bacteroidota
WFHCeC1L.Bin118	128	97	105	Bacteroidota
WFHCeC1L.Bin123	73	60	64	Elusimicrobiota
WFHCeC1L.Bin124	260	124	196	Firmicutes
WFHCeC1L.Bin126	198	124	174	Bacteroidota
WFHCeC1L.Bin15	114	84	100	Deferribacterota
WFHCeC1L.Bin18	182	117	156	Bacteroidota
WFHCeC1L.Bin2	152	98	126	Firmicutes
WFHCeC1L.Bin22	132	97	107	Bacteroidota
WFHCeC1L.Bin24	138	98	123	Actinobacteriota
WFHCeC1L.Bin28	146	102	121	Deferribacterota
WFHCeC1L.Bin30	146	108	115	Bacteroidota
WFHCeC1L.Bin32	135	101	113	Bacteroidota
WFHCeC1L.Bin39	174	127	143	Bacteroidota
WFHCeC1L.Bin40	59	50	48	Proteobacteria
WFHCeC1L.Bin41	105	73	93	Firmicutes
WFHCeC1L.Bin42	217	125	194	Bacteroidota
WFHCeC1L.Bin45	192	105	175	Firmicutes
WFHCeC1L.Bin46	225	112	186	Firmicutes
WFHCeC1L.Bin5	151	106	136	Bacteroidota
WFHCeC1L.Bin53	233	123	188	Firmicutes
WFHCeC1L.Bin57	170	116	139	Bacteroidota
WFHCeC1L.Bin58	129	92	109	Bacteroidota
WFHCeC1L.Bin6	226	124	204	Bacteroidota
WFHCeC1L.Bin62	192	116	158	Desulfobacterota
WFHCeC1L.Bin65	88	59	77	Fusobacteriota
WFHCeC1L.Bin68	225	120	176	Firmicutes
WFHCeC1L.Bin74	150	100	111	Firmicutes
WFHCeC1L.Bin8	151	97	116	Firmicutes
WFHCeC1L.Bin81	139	107	119	Bacteroidota
WFHCeC1L.Bin83	219	110	174	Firmicutes
WFHCeC1L.Bin84	142	108	127	Bacteroidota
WFHCeC1L.Bin85	164	104	143	Actinobacteriota
WFHCeC1L.Bin89	189	102	164	Firmicutes
WFHCeC1L.Bin9	145	101	128	Bacteroidota
WFHCeC1L.Bin90	108	87	90	Bacteroidota
WFHCeC1L.Bin91	127	92	103	Firmicutes
WFHCeC1L.Bin94	148	111	116	Proteobacteria
WFHCeC1L.Bin97	123	89	98	Firmicutes
WFHCeC21L.Bin1	145	94	113	Firmicutes
WFHCeC21L.Bin10	191	106	161	Firmicutes
WFHCeC21L.Bin108	137	86	123	Firmicutes
WFHCeC21L.Bin110	124	84	105	Proteobacteria
WFHCeC21L.Bin112	167	101	144	Firmicutes
WFHCeC21L.Bin114	170	113	151	Bacteroidota
WFHCeC21L.Bin116	70	54	61	Firmicutes
WFHCeC21L.Bin119	116	92	100	Bacteroidota
WFHCeC21L.Bin120	137	95	124	Bacteroidota
WFHCeC21L.Bin124	159	93	129	Firmicutes
WFHCeC21L.Bin126	128	84	118	Firmicutes
WFHCeC21L.Bin127	275	127	236	Firmicutes
WFHCeC21L.Bin13	126	99	107	Bacteroidota
WFHCeC21L.Bin18	79	69	76	Bacteroidota
WFHCeC21L.Bin21	125	78	100	Firmicutes
WFHCeC21L.Bin22	161	97	127	Firmicutes
WFHCeC21L.Bin25	200	105	157	Firmicutes
WFHCeC21L.Bin32	98	74	89	Bacteroidota
WFHCeC21L.Bin34	149	96	133	Desulfobacterota
WFHCeC21L.Bin35	201	128	168	Bacteroidota
